,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,score_proba
29649,36,35000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000,8.9,0.34,N,17,0,0.39325921659368057
26775,32,112445,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,5.42,0.05,N,10,0,0.022921399562362887
26296,34,100000,MORTGAGE,7.0,EDUCATION,A,12000,7.49,0.12,N,6,0,0.013670457536470018
23756,28,65000,OWN,1.0,MEDICAL,C,2500,13.22,0.04,Y,7,0,0.01267233176597036
20428,33,65000,RENT,1.0,EDUCATION,B,4700,9.45,0.07,N,7,0,0.048453629013902
23380,33,62000,MORTGAGE,3.0,EDUCATION,A,3700,6.39,0.06,N,7,0,0.0138974918259314
18671,30,83000,RENT,7.0,PERSONAL,C,16775,11.97,0.2,N,5,0,0.12699739883247319
14318,26,30000,RENT,,VENTURE,A,14500,7.66,0.48,N,2,1,0.6770490757286335
28101,29,55000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000,7.49,0.22,N,8,0,0.11062470916525137
449,22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0.2,N,4,0,0.03907651924971894
15477,24,65000,RENT,8.0,VENTURE,E,15000,16.32,0.23,Y,4,1,0.6755161903083915
26628,29,108000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,20000,10.59,0.19,Y,7,0,0.07272470192790363
30292,36,44000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,9400,13.3,0.21,N,15,1,0.7062917001754891
12998,24,86610,MORTGAGE,7.0,EDUCATION,C,8750,12.72,0.1,Y,2,0,0.031013489082505907
15037,25,30000,RENT,8.0,PERSONAL,D,1600,16.29,0.05,N,3,0,0.5037593145557137
423,25,66143,RENT,9.0,EDUCATION,A,24000,6.99,0.36,N,3,1,0.16140791162535786
2887,24,35000,MORTGAGE,7.0,EDUCATION,A,15000,7.49,0.43,N,4,0,0.35963015454448344
18928,28,29000,OWN,1.0,VENTURE,C,6250,12.87,0.22,Y,9,0,0.03211644287357139
2707,24,50000,RENT,3.0,EDUCATION,E,12000,17.14,0.24,N,4,0,0.8292123942321747
15009,23,120000,MORTGAGE,5.0,EDUCATION,A,14000,,0.12,N,3,0,0.015623174105891431
31091,37,75600,MORTGAGE,3.0,DEBTCONSOLIDATION,A,28000,7.49,0.37,N,15,0,0.1471804226623633
1920,25,58020,RENT,9.0,PERSONAL,A,2000,6.91,0.03,N,4,0,0.031627465377035605
3385,22,50000,RENT,1.0,MEDICAL,A,11000,,0.22,N,2,0,0.2638687859150117
25689,32,117000,RENT,0.0,PERSONAL,E,12000,17.93,0.1,Y,10,1,0.5327789791595668
28451,29,30000,RENT,,PERSONAL,E,10200,17.99,0.34,N,5,1,0.9658867578669761
21890,28,75000,RENT,4.0,EDUCATION,A,6000,6.92,0.08,N,6,0,0.0336859750664549
10749,24,64000,MORTGAGE,8.0,PERSONAL,A,14500,5.42,0.23,N,2,1,0.046196620839149924
22629,27,56244,MORTGAGE,11.0,HOMEIMPROVEMENT,C,12000,14.22,0.21,N,8,0,0.20712330843150595
15724,25,158000,MORTGAGE,10.0,VENTURE,C,20000,14.26,0.13,Y,2,0,0.013117534962492265
20615,32,25404,RENT,16.0,EDUCATION,C,9950,12.68,0.39,Y,7,1,0.6985089305598883
15424,23,135000,MORTGAGE,1.0,VENTURE,D,12500,15.99,0.09,N,2,0,0.1516910605079777
14206,22,43000,RENT,2.0,DEBTCONSOLIDATION,A,14400,7.88,0.33,N,2,1,0.4992689592594593
12899,23,73000,OTHER,1.0,PERSONAL,F,25000,17.9,0.34,N,2,1,0.8431141895570954
2209,23,30873,MORTGAGE,8.0,EDUCATION,B,4200,10.99,0.14,N,4,0,0.05580356322466836
23368,31,80000,RENT,1.0,EDUCATION,C,8000,12.61,0.1,Y,7,0,0.07690182750407505
23830,29,66000,MORTGAGE,,PERSONAL,A,3000,7.66,0.05,N,7,0,0.0186488468789374
30682,42,61000,OWN,2.0,PERSONAL,A,14400,7.51,0.24,N,17,0,0.013992896809509582
26751,32,37000,RENT,0.0,VENTURE,B,15000,10.62,0.41,N,8,1,0.5548321949255623
23652,32,48000,RENT,3.0,DEBTCONSOLIDATION,C,9000,13.99,0.19,N,8,0,0.3892791320132587
18814,28,48096,RENT,4.0,DEBTCONSOLIDATION,E,1200,17.56,0.02,Y,5,1,0.6634657556461855
30626,41,60000,MORTGAGE,5.0,MEDICAL,C,3850,13.35,0.06,N,13,0,0.062470929110574336
28609,27,75000,MORTGAGE,0.0,PERSONAL,A,7500,8.9,0.1,N,10,0,0.02643825483501897
28022,28,70000,MORTGAGE,13.0,MEDICAL,A,5000,6.99,0.07,N,9,0,0.025977423450764214
3149,25,31200,RENT,7.0,MEDICAL,A,3500,6.92,0.11,N,3,0,0.10954533560989298
24557,29,60000,RENT,5.0,MEDICAL,A,10000,7.88,0.17,N,8,0,0.13500216113133837
829,26,22296,OWN,,PERSONAL,A,5400,5.42,0.24,N,3,0,0.02884790952499357
29155,37,260000,MORTGAGE,12.0,VENTURE,D,20000,14.96,0.08,N,12,0,0.061270297104677136
10873,22,45000,RENT,2.0,EDUCATION,A,10000,7.51,0.22,N,3,0,0.13083827977470933
17955,29,230000,MORTGAGE,,MEDICAL,A,8500,7.49,0.04,N,10,0,0.01772454575101392
1998,24,30000,MORTGAGE,,DEBTCONSOLIDATION,A,3075,,0.1,N,4,0,0.07768997410118961
22486,29,30000,RENT,,PERSONAL,C,7200,15.27,0.24,Y,9,0,0.44877234929694015
21864,30,50000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,1875,8.0,0.04,N,9,0,0.030037884241269307
21830,28,24996,RENT,2.0,DEBTCONSOLIDATION,C,7000,12.53,0.28,N,8,0,0.697153716401059
26192,31,98000,OWN,10.0,HOMEIMPROVEMENT,A,5100,6.03,0.05,N,6,0,0.005241492308394994
3671,24,13200,RENT,6.0,VENTURE,D,4000,15.65,0.3,Y,3,1,0.9213073246249452
11161,23,72000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,6.17,0.08,N,3,0,0.03283453177822646
27744,27,100000,RENT,12.0,VENTURE,B,16000,11.11,0.16,N,5,0,0.039136084320581216
10391,25,67200,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,,0.22,N,4,0,0.1511096537960147
2429,26,15000,RENT,1.0,EDUCATION,D,2800,15.31,0.19,Y,4,1,0.8075193141189098
13806,21,32868,OWN,2.0,VENTURE,C,2500,13.61,0.08,Y,3,0,0.008222139708129694
21034,28,53000,RENT,2.0,MEDICAL,A,8500,5.79,0.16,N,9,0,0.12503439684281223
16785,26,32500,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3000,13.22,0.09,Y,3,0,0.10589567057989896
24397,28,50000,RENT,5.0,PERSONAL,A,10000,7.88,0.2,N,7,0,0.12785473652032261
7467,25,28800,RENT,8.0,EDUCATION,B,6800,9.63,0.24,N,3,0,0.254050648856549
10451,25,68000,OWN,8.0,HOMEIMPROVEMENT,B,6000,12.42,0.09,N,4,0,0.015308559701280599
3924,23,39216,MORTGAGE,5.0,VENTURE,C,10000,13.49,0.25,N,3,0,0.14343183613732488
16799,25,70000,RENT,8.0,VENTURE,D,15000,14.42,0.21,Y,2,0,0.5177351407850335
10067,23,65000,MORTGAGE,3.0,PERSONAL,A,8000,7.14,0.12,N,4,0,0.02708474169545522
14265,22,102996,MORTGAGE,6.0,MEDICAL,A,8000,7.74,0.08,N,3,0,0.026401608743449264
15094,25,121000,MORTGAGE,6.0,VENTURE,B,13000,,0.11,N,2,0,0.013836589363884138
6730,24,60000,RENT,0.0,HOMEIMPROVEMENT,B,6000,11.48,0.1,N,2,0,0.1671428415265712
22053,31,29640,RENT,4.0,DEBTCONSOLIDATION,D,6250,14.96,0.21,N,7,1,0.9005102593546863
32425,59,55000,MORTGAGE,15.0,PERSONAL,B,1000,10.59,0.02,N,29,0,0.018426975571793777
19216,29,28000,RENT,9.0,MEDICAL,A,13200,6.17,0.47,N,10,1,0.8216174004177121
11893,26,40000,RENT,3.0,MEDICAL,C,10200,,0.26,N,3,0,0.4831352424154338
10405,24,26000,RENT,8.0,EDUCATION,E,10000,16.63,0.38,Y,2,1,0.9690881303848691
31636,36,117000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,20400,13.06,0.17,N,11,0,0.06451029303235553
21666,29,50000,OWN,3.0,HOMEIMPROVEMENT,B,4200,9.91,0.08,N,5,0,0.013946172005129449
15908,25,370000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,12.99,0.04,Y,2,0,0.027139138940489638
7433,22,53000,MORTGAGE,6.0,PERSONAL,A,5000,5.42,0.09,N,3,0,0.021010151394101107
26127,29,96000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,9.88,0.13,N,5,0,0.05630256195161521
1424,22,72000,RENT,3.0,EDUCATION,A,1000,7.88,0.01,N,3,0,0.025247240065880222
20655,32,42000,MORTGAGE,,PERSONAL,A,1225,5.79,0.03,N,10,0,0.014610294080340527
1845,24,100000,RENT,4.0,MEDICAL,A,15000,7.49,0.15,N,2,0,0.0687615624206558
6762,21,15600,RENT,,EDUCATION,A,7000,7.51,0.45,N,2,1,0.7984845784217938
12898,24,75000,RENT,7.0,PERSONAL,C,12000,,0.16,Y,3,0,0.1135912418634255
9930,26,50760,RENT,3.0,DEBTCONSOLIDATION,A,9000,8.94,0.18,N,2,0,0.20667505021753912
15917,23,45000,RENT,8.0,EDUCATION,B,19600,9.91,0.44,N,2,1,0.5616475157418759
12616,23,84000,OWN,7.0,EDUCATION,A,17500,8.9,0.21,N,3,0,0.005870961198656168
31717,37,125000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8000,9.32,0.06,N,15,0,0.030941740660346363
12783,25,85000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,24000,10.99,0.28,N,4,0,0.10553226905433635
11559,25,75000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,10.74,0.13,N,4,0,0.0685599917292629
22686,33,44000,RENT,1.0,EDUCATION,D,7500,12.92,0.17,Y,6,1,0.6265248180603866
4224,24,39000,RENT,2.0,VENTURE,B,4500,10.99,0.12,N,4,0,0.07879815299599362
11172,24,44000,RENT,1.0,VENTURE,D,10000,,0.23,Y,3,1,0.6629367113469858
12786,21,72100,RENT,6.0,PERSONAL,A,12000,5.79,0.17,N,2,0,0.06605100908884023
27148,31,125000,MORTGAGE,5.0,MEDICAL,B,18000,11.99,0.14,N,7,0,0.03339299168128403
25845,27,45000,RENT,2.0,PERSONAL,B,2700,9.91,0.06,N,6,0,0.06735686450407795
1860,24,98000,RENT,2.0,DEBTCONSOLIDATION,E,15000,14.93,0.15,N,2,1,0.7068339932905208
20931,34,44460,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9600,7.49,0.22,N,8,0,0.13091203868578327
11089,25,48000,RENT,2.0,EDUCATION,B,10000,11.86,0.21,N,3,0,0.17702942052812923
11033,22,30000,RENT,3.0,EDUCATION,C,4100,14.26,0.14,Y,3,0,0.1827611928414078
3912,21,42000,RENT,4.0,EDUCATION,B,4000,12.42,0.1,N,3,0,0.08889284864318661
1495,25,60000,RENT,0.0,MEDICAL,A,1200,7.66,0.02,N,3,0,0.054871788282479655
9182,22,17720,RENT,6.0,HOMEIMPROVEMENT,B,5000,9.62,0.28,N,4,1,0.6459874858522161
31207,36,74000,MORTGAGE,4.0,EDUCATION,B,10250,11.48,0.14,N,15,1,0.03430884840597712
7360,24,73000,RENT,2.0,DEBTCONSOLIDATION,A,6500,,0.09,N,4,0,0.11346390093028239
15320,23,60480,RENT,7.0,EDUCATION,B,15000,10.83,0.25,N,2,0,0.15970066985015047
8438,22,57996,MORTGAGE,2.0,VENTURE,B,2500,12.53,0.04,N,3,0,0.018328135508245313
13553,26,93450,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12000,11.26,0.13,N,2,0,0.0651854114188209
6257,24,30000,RENT,2.0,HOMEIMPROVEMENT,D,6000,15.99,0.2,Y,3,1,0.9026079582874211
1847,24,88000,RENT,2.0,HOMEIMPROVEMENT,B,15000,9.99,0.17,N,4,1,0.15076741094771554
8895,25,60000,MORTGAGE,1.0,VENTURE,A,5000,7.29,0.08,N,2,0,0.013666844382968833
21300,35,20000,RENT,1.0,EDUCATION,B,5500,12.69,0.28,N,7,0,0.4664505443383147
26343,28,100000,OWN,5.0,VENTURE,C,11000,13.61,0.11,Y,8,0,0.005172902085079274
5190,25,84000,RENT,5.0,DEBTCONSOLIDATION,B,9000,11.36,0.11,N,2,0,0.13137678265117117
13486,25,80004,MORTGAGE,8.0,PERSONAL,A,6000,8.0,0.07,N,2,1,0.01752832936764188
10052,22,30000,RENT,1.0,PERSONAL,B,9375,11.71,0.31,N,2,1,0.5213893117533386
18992,29,128000,RENT,0.0,EDUCATION,A,15000,9.63,0.12,N,9,1,0.03076565787338502
14581,26,110000,MORTGAGE,4.0,VENTURE,B,5000,9.63,0.05,N,2,0,0.013349936182801813
13756,25,96000,MORTGAGE,9.0,MEDICAL,A,14000,6.03,0.15,N,3,0,0.02907526853623746
11555,26,75000,MORTGAGE,6.0,EDUCATION,A,5000,7.66,0.07,N,2,0,0.014996945347160335
28678,33,92000,MORTGAGE,8.0,PERSONAL,C,20000,13.06,0.22,N,9,0,0.05993984965122217
28235,27,170000,RENT,3.0,HOMEIMPROVEMENT,B,12075,12.42,0.07,N,10,0,0.07913831639959544
15203,25,125000,OWN,4.0,VENTURE,A,12000,7.88,0.1,N,3,0,0.0019560401040835253
17854,30,10800,OWN,,EDUCATION,B,2400,9.99,0.22,N,7,1,0.03820076164967344
28817,34,60000,RENT,14.0,MEDICAL,C,10000,13.57,0.17,N,6,0,0.23401880216230214
1180,25,25000,OWN,5.0,HOMEIMPROVEMENT,C,2000,14.17,0.08,N,3,0,0.028236909857461915
8328,22,44400,RENT,4.0,DEBTCONSOLIDATION,A,7500,8.49,0.17,N,4,1,0.20556722616545234
4684,23,36000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,6725,11.49,0.19,N,2,1,0.19008054803359953
12500,25,47000,RENT,3.0,MEDICAL,B,12000,10.37,0.26,N,2,0,0.3732765103426202
29619,36,50000,RENT,3.0,VENTURE,B,3000,11.26,0.06,N,11,0,0.04330160295599195
8658,24,30000,RENT,8.0,PERSONAL,B,8000,9.25,0.27,N,2,0,0.35911382479812193
26197,27,86000,MORTGAGE,12.0,EDUCATION,A,23000,6.17,0.27,N,7,1,0.02605595818563222
10510,24,68000,MORTGAGE,1.0,PERSONAL,E,5500,15.68,0.08,N,4,0,0.3864915673116602
13577,23,38500,RENT,8.0,DEBTCONSOLIDATION,A,12800,8.9,0.33,N,4,1,0.5384744870854619
5560,25,70000,RENT,0.0,EDUCATION,B,5000,11.71,0.07,N,3,0,0.05718922707121431
27928,32,75000,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.29,0.13,N,7,0,0.10373877014638117
5264,25,45000,MORTGAGE,4.0,VENTURE,C,10400,14.27,0.23,Y,2,0,0.11264299149964555
8090,22,60000,RENT,0.0,EDUCATION,C,7200,12.87,0.12,Y,3,0,0.10832740238304421
12177,22,24996,RENT,4.0,PERSONAL,B,12000,9.63,0.48,N,3,1,0.8633764716393806
11686,25,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,8500,13.22,0.11,N,4,0,0.08625234892918167
10015,22,65000,MORTGAGE,4.0,EDUCATION,C,10000,13.35,0.15,N,4,0,0.05707441946095522
24913,28,78000,OWN,12.0,MEDICAL,A,5250,5.79,0.07,N,10,0,0.0050451328186799215
15654,26,150000,OWN,10.0,VENTURE,A,21000,,0.14,N,4,0,0.001532732605051653
20287,31,72000,RENT,15.0,EDUCATION,B,4000,9.99,0.06,N,5,0,0.04009581816024127
10653,22,36996,RENT,5.0,EDUCATION,A,10000,7.51,0.27,N,4,0,0.21654859864117337
22509,34,35316,RENT,5.0,MEDICAL,D,7200,14.84,0.2,N,10,1,0.8538463643688718
9725,26,64000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,5000,6.62,0.08,N,2,0,0.03837682203572428
27743,27,180000,MORTGAGE,2.0,MEDICAL,C,8000,13.23,0.04,Y,7,0,0.03849690742052552
28982,28,99996,MORTGAGE,6.0,VENTURE,A,10000,5.42,0.1,N,9,0,0.009128059308592174
26464,30,102540,MORTGAGE,6.0,HOMEIMPROVEMENT,A,1500,7.9,0.01,N,5,0,0.026087942997402087
4598,25,115000,RENT,6.0,MEDICAL,A,10000,7.29,0.09,N,4,0,0.05278478708640898
7147,26,67550,RENT,3.0,MEDICAL,A,7000,8.9,0.1,N,2,0,0.08677448007875566
10421,24,27000,RENT,0.0,DEBTCONSOLIDATION,C,10000,12.73,0.37,N,2,1,0.8510349202633498
23610,28,32200,RENT,2.0,EDUCATION,D,9000,13.99,0.28,Y,7,1,0.8671089947127423
16584,23,90000,MORTGAGE,1.0,EDUCATION,B,12000,12.18,0.13,N,4,0,0.028764589586539973
6694,25,57000,RENT,5.0,PERSONAL,A,6000,8.0,0.11,N,3,0,0.06525529905936037
22936,34,35000,RENT,1.0,PERSONAL,A,8000,6.17,0.23,N,9,0,0.19397257957950637
22548,33,83000,RENT,5.0,EDUCATION,A,7200,8.0,0.09,N,8,0,0.03593863479105782
15208,24,125000,MORTGAGE,8.0,PERSONAL,B,10000,10.99,0.08,N,3,0,0.020772411764936632
28544,29,44991,MORTGAGE,13.0,MEDICAL,C,5000,14.72,0.11,Y,5,0,0.09819029311749336
32458,51,67619,MORTGAGE,11.0,PERSONAL,C,15000,13.11,0.22,N,27,0,0.0898650268718797
6399,24,38000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.39,0.16,N,2,0,0.2736058317149403
28757,28,50000,MORTGAGE,1.0,PERSONAL,A,8000,5.99,0.16,N,6,0,0.0411981579704891
11766,25,75500,MORTGAGE,9.0,EDUCATION,B,7000,11.36,0.09,N,2,0,0.023642341048658182
7821,24,40800,RENT,0.0,MEDICAL,B,7000,11.86,0.17,N,2,0,0.2636634229621498
28883,30,39000,RENT,1.0,MEDICAL,A,2300,8.59,0.06,N,6,0,0.08154449433638357
8614,24,27000,RENT,3.0,VENTURE,A,8000,8.9,0.3,N,4,0,0.30492142287082535
15918,24,53295,RENT,3.0,MEDICAL,D,19600,16.07,0.31,N,3,1,0.8874028301668417
23340,35,62000,MORTGAGE,0.0,EDUCATION,A,9475,6.03,0.15,N,5,0,0.024416585678914485
10369,24,24000,RENT,6.0,DEBTCONSOLIDATION,B,10000,10.99,0.42,N,4,1,0.8770888555822803
10949,23,70000,MORTGAGE,5.0,EDUCATION,B,20000,12.21,0.29,N,4,0,0.08782850437266151
10893,22,39000,RENT,2.0,PERSONAL,D,10000,16.07,0.26,Y,2,1,0.8737515505620567
1067,22,144500,RENT,5.0,DEBTCONSOLIDATION,C,18000,13.72,0.12,N,3,0,0.09878462035779646
12828,23,85000,MORTGAGE,0.0,EDUCATION,B,7000,9.25,0.08,N,4,0,0.020685431875458207
25273,30,60000,RENT,0.0,PERSONAL,B,12000,11.71,0.2,N,9,0,0.1689495839438162
16966,23,115000,RENT,2.0,EDUCATION,A,35000,7.9,0.3,N,4,0,0.033711572640673176
25311,32,83000,MORTGAGE,1.0,EDUCATION,A,10000,8.0,0.12,N,5,0,0.018595343478116574
13377,25,90000,MORTGAGE,3.0,VENTURE,B,25000,10.39,0.28,N,3,0,0.03423351240063672
23473,32,63000,MORTGAGE,6.0,PERSONAL,A,8000,6.17,0.13,N,8,0,0.026876999386236007
22150,27,52680,OWN,11.0,PERSONAL,D,8000,14.54,0.15,N,10,0,0.1333438234658685
31792,36,144000,MORTGAGE,0.0,PERSONAL,C,7600,15.23,0.05,N,16,0,0.03448432840874805
23716,31,65000,MORTGAGE,3.0,MEDICAL,C,10000,13.61,0.15,N,9,0,0.10975324255423112
26195,32,86000,MORTGAGE,6.0,DEBTCONSOLIDATION,E,15000,16.4,0.17,Y,5,1,0.5722280037085397
13287,26,90000,MORTGAGE,10.0,EDUCATION,A,1000,6.17,0.01,N,4,0,0.00910586135787954
25569,27,84000,RENT,7.0,VENTURE,C,12000,13.16,0.14,Y,5,0,0.065471870103023
22954,29,36000,RENT,0.0,VENTURE,A,8000,,0.22,N,7,0,0.15722313239190627
23276,28,61000,MORTGAGE,12.0,PERSONAL,A,12000,6.03,0.2,N,7,0,0.04017505581728752
24884,30,78000,MORTGAGE,1.0,VENTURE,C,26000,15.96,0.33,Y,5,0,0.10008783433335575
10056,26,59000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,20000,13.48,0.34,Y,3,1,0.38790800011260684
23334,27,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,,0.24,N,8,0,0.15441725714131233
10835,24,43000,RENT,4.0,MEDICAL,B,10000,9.63,0.23,N,3,0,0.3169336438415701
6707,24,50000,MORTGAGE,2.0,EDUCATION,D,25000,15.58,0.5,Y,3,0,0.9166755481999378
12857,26,85000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.73,0.18,Y,4,0,0.11566551742280971
5225,26,33000,RENT,4.0,MEDICAL,D,8975,16.02,0.27,Y,3,0,0.928642639000026
31038,37,39000,RENT,11.0,EDUCATION,C,4000,14.65,0.1,Y,15,1,0.10849228139666099
9108,22,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,12000,13.48,0.22,N,2,1,0.23193175308974776
30325,39,51000,OWN,12.0,EDUCATION,C,12000,11.34,0.24,N,17,0,0.02384129681128687
24512,34,73600,MORTGAGE,10.0,HOMEIMPROVEMENT,B,15000,12.42,0.2,N,7,0,0.10509987347788552
6781,26,22884,RENT,2.0,MEDICAL,A,7000,7.51,0.31,N,4,1,0.5650188361539404
28500,35,27996,RENT,14.0,MEDICAL,B,8500,11.58,0.3,N,8,0,0.566162644972611
15760,23,77000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.14,0.21,N,3,0,0.21641489089338356
21443,29,42000,MORTGAGE,6.0,PERSONAL,B,6000,11.49,0.14,N,9,1,0.06339177117798445
32030,46,50000,RENT,0.0,HOMEIMPROVEMENT,B,4350,10.99,0.09,N,16,0,0.15978459735211137
22832,32,93158,RENT,16.0,HOMEIMPROVEMENT,D,7800,16.29,0.08,N,6,0,0.5969291056762703
13665,25,95000,MORTGAGE,8.0,EDUCATION,B,6800,9.63,0.07,N,4,0,0.017226673605512346
13169,25,120000,RENT,1.0,VENTURE,A,12000,,0.1,N,4,0,0.027369580628221365
23241,30,24000,RENT,14.0,EDUCATION,B,5000,11.11,0.21,N,9,1,0.22032542424311363
29532,38,30000,RENT,2.0,DEBTCONSOLIDATION,C,2200,,0.07,Y,11,0,0.1686102598961212
12840,25,62050,MORTGAGE,4.0,MEDICAL,D,5400,15.21,0.07,Y,3,1,0.37145513963563986
32478,51,76960,MORTGAGE,0.0,PERSONAL,B,15000,9.99,0.19,N,20,0,0.04645996981138141
3234,22,36000,MORTGAGE,1.0,MEDICAL,A,3500,,0.1,N,2,0,0.06562229447912783
4833,23,29000,RENT,1.0,MEDICAL,F,5000,,0.17,Y,3,1,0.8487122855313184
21886,29,50004,MORTGAGE,5.0,PERSONAL,A,10000,5.99,0.2,N,5,0,0.05243162987702303
17758,21,15600,RENT,0.0,MEDICAL,A,2800,7.4,0.18,N,4,1,0.27419795494968946
21358,29,12000,RENT,0.0,PERSONAL,B,5600,12.18,0.47,N,10,1,0.9310912556369548
13824,26,96000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,10000,10.99,0.1,N,4,0,0.05432148040058649
12214,25,80000,MORTGAGE,2.0,VENTURE,A,10000,7.49,0.13,N,4,0,0.016052016430671355
28791,27,57240,OWN,4.0,MEDICAL,B,15000,11.99,0.26,N,10,0,0.0431651676087532
3861,25,35500,RENT,5.0,MEDICAL,B,4000,10.99,0.11,N,3,0,0.16256055871995911
16981,23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,7.9,0.25,N,3,0,0.12050220202273967
29898,39,40800,OWN,0.0,HOMEIMPROVEMENT,A,3500,8.59,0.09,N,14,0,0.01322838179670314
25131,27,38000,RENT,0.0,MEDICAL,A,12000,6.62,0.32,N,10,1,0.4655019048585622
5360,25,47000,RENT,1.0,EDUCATION,A,8500,8.9,0.18,N,4,0,0.10420159018015632
31524,39,100000,MORTGAGE,0.0,VENTURE,D,6000,14.11,0.06,N,16,0,0.1645517404615093
29987,38,43000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8250,7.51,0.19,N,12,0,0.10961628360816232
3831,21,38400,OWN,0.0,VENTURE,C,12200,,0.32,N,2,0,0.058209995081190076
7681,23,27000,RENT,4.0,PERSONAL,C,7000,13.79,0.26,N,2,0,0.502239175340824
17127,26,87000,MORTGAGE,0.0,PERSONAL,B,15000,10.62,0.17,N,4,0,0.04025644592522861
21694,30,48000,RENT,0.0,EDUCATION,A,6000,7.88,0.13,N,10,0,0.0686921165120839
28763,35,90000,RENT,3.0,DEBTCONSOLIDATION,B,11000,11.99,0.12,N,10,0,0.12974849915044379
18426,29,73000,RENT,1.0,HOMEIMPROVEMENT,B,20000,11.83,0.27,N,9,1,0.30601771262543637
1125,23,47000,RENT,8.0,DEBTCONSOLIDATION,B,17000,9.99,0.36,N,4,1,0.5923881197349177
17334,25,38000,RENT,9.0,EDUCATION,B,4800,11.71,0.13,N,3,0,0.10345208828279469
10136,23,65000,MORTGAGE,7.0,EDUCATION,A,4000,7.75,0.06,N,2,0,0.014497020789951104
17437,24,62500,OWN,8.0,HOMEIMPROVEMENT,C,6500,13.22,0.1,N,3,0,0.0217364125232484
16074,22,50000,RENT,4.0,PERSONAL,A,10000,6.17,0.2,N,3,0,0.11715426671159457
17066,21,45432,MORTGAGE,4.0,VENTURE,B,5000,9.88,0.11,N,4,0,0.027736477826429514
18145,31,15456,MORTGAGE,1.0,PERSONAL,A,4000,8.9,0.26,N,5,1,0.22095230692580103
27885,29,9600,RENT,1.0,DEBTCONSOLIDATION,B,2600,12.69,0.27,N,7,1,0.7186957733768606
26858,27,115000,MORTGAGE,11.0,MEDICAL,A,8000,7.51,0.07,N,7,0,0.02153004877305594
6266,23,48152,MORTGAGE,7.0,MEDICAL,A,9500,7.29,0.2,N,2,0,0.08975654867660114
15161,24,20160,RENT,3.0,MEDICAL,C,1500,13.35,0.07,N,4,0,0.18421703002604634
5946,25,36276,RENT,0.0,EDUCATION,B,5600,9.99,0.15,N,4,0,0.1209342555063262
4407,26,40000,OWN,0.0,MEDICAL,B,15000,9.64,0.38,N,4,0,0.157464158510684
17647,22,39000,MORTGAGE,6.0,EDUCATION,A,7000,8.94,0.18,N,3,1,0.05283747961243255
5948,22,47748,MORTGAGE,5.0,PERSONAL,A,4500,6.39,0.09,N,4,0,0.023939013524423902
6954,24,95000,RENT,3.0,HOMEIMPROVEMENT,B,6000,10.99,0.06,N,4,0,0.10378441368559894
18752,30,24000,RENT,,MEDICAL,C,1000,15.96,0.04,Y,7,0,0.15428426425709035
7537,25,30500,RENT,5.0,MEDICAL,B,6400,11.49,0.21,N,4,0,0.36676231895752315
19846,29,38400,RENT,14.0,EDUCATION,A,11000,7.49,0.29,N,7,0,0.21915329746850676
23310,29,61240,MORTGAGE,4.0,VENTURE,D,7000,,0.11,Y,7,0,0.19226406871850849
30772,39,65000,MORTGAGE,17.0,EDUCATION,A,15000,7.9,0.23,N,14,0,0.03555320937650894
20183,33,38196,RENT,1.0,MEDICAL,B,4000,10.0,0.1,N,5,0,0.1405145759071807
6154,26,24000,RENT,5.0,DEBTCONSOLIDATION,A,6000,6.62,0.25,N,4,0,0.4163956975687894
